,cve_id,user,project,repository,description,label
2327,CVE-2016-6837,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"Cross-site scripting (XSS) vulnerability in MantisBT Filter API in MantisBT versions before 1.2.19, and versions 2.0.0-beta1, 1.3.0-beta1 allows remote attackers to inject arbitrary web script or HTML via the 'view_type' parameter.",MantisBT
1219,CVE-2016-6870,facebook,hhvm,https://github.com/facebook/hhvm,"Out-of-bounds write in the (1) mb_detect_encoding, (2) mb_send_mail, and (3) mb_detect_order functions in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors.",HHVM
597,CVE-2016-6871,facebook,hhvm,https://github.com/facebook/hhvm,"Integer overflow in bcmath in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors, which triggers a buffer overflow.",HHVM
1890,CVE-2016-6872,facebook,hhvm,https://github.com/facebook/hhvm,Integer overflow in StringUtil::implode in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors.,HHVM
702,CVE-2016-6873,facebook,hhvm,https://github.com/facebook/hhvm,Self recursion in compact in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors.,HHVM
2473,CVE-2016-6874,facebook,hhvm,https://github.com/facebook/hhvm,"The array_*_recursive functions in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors, related to recursion.",HHVM
409,CVE-2016-6875,facebook,hhvm,https://github.com/facebook/hhvm,Infinite recursion in wddx in Facebook HHVM before 3.15.0 allows attackers to have unspecified impact via unknown vectors.,HHVM
332,CVE-2016-6882,matrixssl,matrixssl,https://github.com/matrixssl/matrixssl,"MatrixSSL before 3.8.7, when the DHE_RSA based cipher suite is supported, makes it easier for remote attackers to obtain RSA private key information by conducting a Lenstra side-channel attack.",MatrixSSL
993,CVE-2016-6884,matrixssl,matrixssl,https://github.com/matrixssl/matrixssl,TLS cipher suites with CBC mode in TLS 1.1 and 1.2 in MatrixSSL before 3.8.3 allow remote attackers to cause a denial of service (out-of-bounds read) via a crafted message.,MatrixSSL
2641,CVE-2016-6890,matrixssl,matrixssl,https://github.com/matrixssl/matrixssl,Heap-based buffer overflow in MatrixSSL before 3.8.6 allows remote attackers to execute arbitrary code via a crafted Subject Alt Name in an X.509 certificate.,MatrixSSL
1007,CVE-2016-6897,WordPress,WordPress,https://github.com/WordPress/WordPress,"Cross-site request forgery (CSRF) vulnerability in the wp_ajax_update_plugin function in wp-admin/includes/ajax-actions.php in WordPress before 4.6 allows remote attackers to hijack the authentication of subscribers for /dev/random read operations by leveraging a late call to the check_ajax_referer function, a related issue to CVE-2016-6896.",WordPress
2228,CVE-2016-6902,ghantoos,lshell,https://github.com/ghantoos/lshell,lshell 0.9.16 allows remote authenticated users to break out of a limited shell and execute arbitrary commands.,lshell
2875,CVE-2016-6905,libgd,libgd,https://github.com/libgd/libgd,The read_image_tga function in gd_tga.c in the GD Graphics Library (aka libgd) before 2.2.3 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA image.,libgd
689,CVE-2016-6906,libgd,libgd,https://github.com/libgd/libgd,"The read_image_tga function in gd_tga.c in the GD Graphics Library (aka libgd) before 2.2.4 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file, related to the decompression buffer.",libgd
1596,CVE-2016-6911,libgd,libgd,https://github.com/libgd/libgd,The dynamicGetbuf function in the GD Graphics Library (aka libgd) before 2.2.4 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TIFF image.,libgd
1160,CVE-2016-6912,libgd,libgd,https://github.com/libgd/libgd,Double free vulnerability in the gdImageWebPtr function in the GD Graphics Library (aka libgd) before 2.2.4 allows remote attackers to have unspecified impact via large width and height values.,libgd
2617,CVE-2016-7037,emarref,jwt,https://github.com/emarref/jwt,"The verify function in Encryption/Symmetric.php in Malcolm Fell jwt before 1.0.3 does not use a timing-safe function for hash comparison, which allows attackers to spoof signatures via a timing attack.",jwt
2371,CVE-2016-7051,FasterXML,jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml,XmlMapper in the Jackson XML dataformat component (aka jackson-dataformat-xml) before 2.7.8 and 2.8.x before 2.8.4 allows remote attackers to conduct server-side request forgery (SSRF) attacks via vectors related to a DTD.,jackson-dataformat-xml
1813,CVE-2016-7097,torvalds,linux,https://github.com/torvalds/linux,"The filesystem implementation in the Linux kernel through 4.8.2 preserves the setgid bit during a setxattr call, which allows local users to gain group privileges by leveraging the existence of a setgid program with restrictions on execute permissions.",Linux
2572,CVE-2016-7099,nodejs,node,https://github.com/nodejs/node,"The tls.checkServerIdentity function in Node.js 0.10.x before 0.10.47, 0.12.x before 0.12.16, 4.x before 4.6.0, and 6.x before 6.7.0 does not properly handle wildcards in name fields of X.509 certificates, which allows man-in-the-middle attackers to spoof servers via a crafted certificate.",Node
55,CVE-2016-7101,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The SGI coder in ImageMagick before 7.0.2-10 allows remote attackers to cause a denial of service (out-of-bounds read) via a large row value in an sgi file.,ImageMagick
3001,CVE-2016-7111,mantisbt,mantisbt,https://github.com/mantisbt/mantisbt,"MantisBT before 1.3.1 and 2.x before 2.0.0-beta.2 uses a weak Content Security Policy when using the Gravatar plugin, which allows remote attackers to conduct cross-site scripting (XSS) attacks via unspecified vectors.",MantisBT
2726,CVE-2016-7115,haakonnessjoen,MAC-Telnet,https://github.com/haakonnessjoen/MAC-Telnet,Buffer overflow in the handle_packet function in mactelnet.c in the client in MAC-Telnet 0.4.3 and earlier allows remote TELNET servers to execute arbitrary code via a long string in an MT_CPTYPE_PASSSALT control packet.,MAC-Telnet
981,CVE-2016-7117,torvalds,linux,https://github.com/torvalds/linux,Use-after-free vulnerability in the __sys_recvmmsg function in net/socket.c in the Linux kernel before 4.5.2 allows remote attackers to execute arbitrary code via vectors involving a recvmmsg system call that is mishandled during error processing.,Linux
3237,CVE-2016-7141,curl,curl,https://github.com/curl/curl,"curl and libcurl before 7.50.2, when built with NSS and the libnsspem.so library is available at runtime, allow remote attackers to hijack the authentication of a TLS connection by leveraging reuse of a previously loaded client certificate from file for a connection for which no certificate has been set, a different vulnerability than CVE-2016-5420.",curl
818,CVE-2016-7143,charybdis-ircd,charybdis,https://github.com/charybdis-ircd/charybdis,The m_authenticate function in modules/m_sasl.c in Charybdis before 3.5.3 allows remote attackers to spoof certificate fingerprints and consequently log in as another user via a crafted AUTHENTICATE parameter.,Charybdis
544,CVE-2016-7144,unrealircd,unrealircd,https://github.com/unrealircd/unrealircd,The m_authenticate function in modules/m_sasl.c in UnrealIRCd before 3.2.10.7 and 4.x before 4.0.6 allows remote attackers to spoof certificate fingerprints and consequently log in as another user via a crafted AUTHENTICATE parameter.,UnrealIRCd
3472,CVE-2016-7145,evilnet,nefarious2,https://github.com/evilnet/nefarious2,The m_authenticate function in ircd/m_authenticate.c in nefarious2 allows remote attackers to spoof certificate fingerprints and consequently log in as another user via a crafted AUTHENTICATE parameter.,nefarious2
2320,CVE-2016-7149,b2evolution,b2evolution,https://github.com/b2evolution/b2evolution,Cross-site scripting (XSS) vulnerability in b2evolution 6.7.5 and earlier allows remote attackers to inject arbitrary web script or HTML via vectors related to the autolink function.,b2evolution
2713,CVE-2016-7150,b2evolution,b2evolution,https://github.com/b2evolution/b2evolution,Cross-site scripting (XSS) vulnerability in b2evolution 6.7.5 and earlier allows remote authenticated users to inject arbitrary web script or HTML via the site name.,b2evolution
2973,CVE-2016-7164,arvidn,libtorrent,https://github.com/arvidn/libtorrent,The construct function in puff.cpp in Libtorrent 1.1.0 allows remote torrent trackers to cause a denial of service (segmentation fault and crash) via a crafted GZIP response.,Libtorrent
613,CVE-2016-7166,libarchive,libarchive,https://github.com/libarchive/libarchive,"libarchive before 3.2.0 does not limit the number of recursive decompressions, which allows remote attackers to cause a denial of service (memory consumption and application crash) via a crafted gzip file.",libarchive
410,CVE-2016-7168,WordPress,WordPress,https://github.com/WordPress/WordPress,Cross-site scripting (XSS) vulnerability in the media_handle_upload function in wp-admin/includes/media.php in WordPress before 4.6.1 might allow remote attackers to inject arbitrary web script or HTML by tricking an administrator into uploading an image file that has a crafted filename.,WordPress
3205,CVE-2016-7169,WordPress,WordPress,https://github.com/WordPress/WordPress,Directory traversal vulnerability in the File_Upload_Upgrader class in wp-admin/includes/class-file-upload-upgrader.php in the upgrade package uploader in WordPress before 4.6.1 allows remote authenticated users to access arbitrary files via a crafted urlholder parameter.,WordPress
2405,CVE-2016-7405,ADOdb,ADOdb,https://github.com/ADOdb/ADOdb,The qstr method in the PDO driver in the ADOdb Library for PHP before 5.x before 5.20.7 might allow remote attackers to conduct SQL injection attacks via vectors related to incorrect quoting.,ADOdb
236,CVE-2016-7419,nextcloud,gallery,https://github.com/nextcloud/gallery,Cross-site scripting (XSS) vulnerability in share.js in the gallery application in ownCloud Server before 9.0.4 and Nextcloud Server before 9.0.52 allows remote authenticated users to inject arbitrary web script or HTML via a crafted directory name.,gallery
1875,CVE-2016-7425,torvalds,linux,https://github.com/torvalds/linux,"The arcmsr_iop_message_xfer function in drivers/scsi/arcmsr/arcmsr_hba.c in the Linux kernel through 4.8.2 does not restrict a certain length field, which allows local users to gain privileges or cause a denial of service (heap-based buffer overflow) via an ARCMSR_MESSAGE_WRITE_WQBUFFER control code.",Linux
518,CVE-2016-7445,uclouvain,openjpeg,https://github.com/uclouvain/openjpeg,convert.c in OpenJPEG before 2.1.2 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via vectors involving the variable s.,OpenJPEG
1868,CVE-2016-7507,glpi-project,glpi,https://github.com/glpi-project/glpi,Cross-Site Request Forgery (CSRF) vulnerability in GLPI 0.90.4 allows remote authenticated attackers to submit a request that could lead to the creation of an admin account in the application.,GLPI
1934,CVE-2016-7508,glpi-project,glpi,https://github.com/glpi-project/glpi,Multiple SQL injection vulnerabilities in GLPI 0.90.4 allow an authenticated remote attacker to execute arbitrary SQL commands by using a certain character when the database is configured to use Big5 Asian encoding.,GLPI
1347,CVE-2016-7513,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,Off-by-one error in magick/cache.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via unspecified vectors.,ImageMagick
2438,CVE-2016-7514,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadPSDChannelPixels function in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,ImageMagick
108,CVE-2016-7516,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadVIFFImage function in coders/viff.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted VIFF file.,ImageMagick
2180,CVE-2016-7517,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The EncodeImage function in coders/pict.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PICT file.,ImageMagick
752,CVE-2016-7518,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadSUNImage function in coders/sun.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted SUN file.,ImageMagick
1272,CVE-2016-7519,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadRLEImage function in coders/rle.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,ImageMagick
428,CVE-2016-7521,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,Heap-based buffer overflow in coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,ImageMagick
1604,CVE-2016-7522,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadPSDImage function in MagickCore/locale.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,ImageMagick
1570,CVE-2016-7526,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.,ImageMagick
2276,CVE-2016-7527,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,ImageMagick
610,CVE-2016-7528,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadVIFFImage function in coders/viff.c in ImageMagick allows remote attackers to cause a denial of service (segmentation fault) via a crafted VIFF file.,ImageMagick
3339,CVE-2016-7529,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/xcf.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted XCF file.,ImageMagick
3135,CVE-2016-7530,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The quantum handling code in ImageMagick allows remote attackers to cause a denial of service (divide-by-zero error or out-of-bounds write) via a crafted file.,ImageMagick
2323,CVE-2016-7531,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted PDB file.,ImageMagick
1852,CVE-2016-7532,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted PSD file.,ImageMagick
2257,CVE-2016-7533,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The ReadWPGImage function in coders/wpg.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted WPG file.,ImageMagick
2624,CVE-2016-7534,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,The generic decoder in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted file.,ImageMagick
890,CVE-2016-7535,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted PSD file.,ImageMagick
367,CVE-2016-7537,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted PDB file.,ImageMagick
2127,CVE-2016-7538,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/psd.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted file.,ImageMagick
635,CVE-2016-7539,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,Memory leak in AcquireVirtualMemory in ImageMagick before 7 allows remote attackers to cause a denial of service (memory consumption) via unspecified vectors.,ImageMagick
380,CVE-2016-7540,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,coders/rgf.c in ImageMagick before 6.9.4-10 allows remote attackers to cause a denial of service (assertion failure) by converting an image to rgf format.,ImageMagick
2428,CVE-2016-7545,SELinuxProject,selinux,https://github.com/SELinuxProject/selinux,SELinux policycoreutils allows local users to execute arbitrary commands outside of the sandbox via a crafted TIOCSTI ioctl call.,SELinux
2413,CVE-2016-7568,libgd,libgd,https://github.com/libgd/libgd,"Integer overflow in the gdImageWebpCtx function in gd_webp.c in the GD Graphics Library (aka libgd) through 2.2.3, as used in PHP through 7.0.11, allows remote attackers to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact via crafted imagewebp and imagedestroy calls.",libgd
2765,CVE-2016-7569,appc,docker2aci,https://github.com/appc/docker2aci,Directory traversal vulnerability in docker2aci before 0.13.0 allows remote attackers to write to arbitrary files via a .. (dot dot) in the embedded layer data in an image.,docker2aci
2786,CVE-2016-7794,sociomantic-tsunami,git-hub,https://github.com/sociomantic-tsunami/git-hub,sociomantic-tsunami git-hub before 0.10.3 allows remote attackers to execute arbitrary code via a crafted repository name.,git-hub
1375,CVE-2016-7795,systemd,systemd,https://github.com/systemd/systemd,The manager_invoke_notify_message function in systemd 231 and earlier allows local users to cause a denial of service (assertion failure and PID 1 hang) via a zero-length message received over a notify socket.,systemd
810,CVE-2016-7796,systemd,systemd,https://github.com/systemd/systemd,"The manager_dispatch_notify_fd function in systemd allows local users to cause a denial of service (system hang) via a zero-length message received over a notify socket, which causes an error to be returned and the notification handler to be disabled.",systemd
1621,CVE-2016-7797,ClusterLabs,pacemaker,https://github.com/ClusterLabs/pacemaker,"Pacemaker before 1.1.15, when using pacemaker remote, might allow remote attackers to cause a denial of service (node disconnection) via an unauthenticated connection.",Pacemaker
1141,CVE-2016-7798,ruby,openssl,https://github.com/ruby/openssl,"The openssl gem for Ruby uses the same initialization vector (IV) in GCM Mode (aes-*-gcm) when the IV is set before the key, which makes it easier for context-dependent attackers to bypass the encryption protection mechanism.",openssl
1627,CVE-2016-7799,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,MagickCore/profile.c in ImageMagick before 7.0.3-2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,ImageMagick
269,CVE-2016-7835,h2o,h2o,https://github.com/h2o/h2o,Use-after-free vulnerability in H2O allows remote attackers to cause a denial-of-service (DoS) or obtain server certificate private keys and possibly other information.,H2O
1149,CVE-2016-7838,vslavik,winsparkle,https://github.com/vslavik/winsparkle,Untrusted search path vulnerability in WinSparkle versions prior to 0.5.3 allows remote attackers to execute arbitrary code via a specially crafted executable file in an unspecified directory.,WinSparkle
3449,CVE-2016-7910,torvalds,linux,https://github.com/torvalds/linux,Use-after-free vulnerability in the disk_seqf_stop function in block/genhd.c in the Linux kernel before 4.7.1 allows local users to gain privileges by leveraging the execution of a certain stop operation even if the corresponding start operation had failed.,Linux
1478,CVE-2016-7911,torvalds,linux,https://github.com/torvalds/linux,Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,Linux
290,CVE-2016-7912,torvalds,linux,https://github.com/torvalds/linux,Use-after-free vulnerability in the ffs_user_copy_worker function in drivers/usb/gadget/function/f_fs.c in the Linux kernel before 4.5.3 allows local users to gain privileges by accessing an I/O data structure after a certain callback call.,Linux
2858,CVE-2016-7913,torvalds,linux,https://github.com/torvalds/linux,The xc2028_set_config function in drivers/media/tuners/tuner-xc2028.c in the Linux kernel before 4.6 allows local users to gain privileges or cause a denial of service (use-after-free) via vectors involving omission of the firmware name from a certain data structure.,Linux
3320,CVE-2016-7914,torvalds,linux,https://github.com/torvalds/linux,"The assoc_array_insert_into_terminal_node function in lib/assoc_array.c in the Linux kernel before 4.5.3 does not check whether a slot is a leaf, which allows local users to obtain sensitive information from kernel memory or cause a denial of service (invalid pointer dereference and out-of-bounds read) via an application that uses associative-array data structures, as demonstrated by the keyutils test suite.",Linux
1180,CVE-2016-7915,torvalds,linux,https://github.com/torvalds/linux,"The hid_input_field function in drivers/hid/hid-core.c in the Linux kernel before 4.6 allows physically proximate attackers to obtain sensitive information from kernel memory or cause a denial of service (out-of-bounds read) by connecting a device, as demonstrated by a Logitech DJ receiver.",Linux
300,CVE-2016-7916,torvalds,linux,https://github.com/torvalds/linux,Race condition in the environ_read function in fs/proc/base.c in the Linux kernel before 4.5.4 allows local users to obtain sensitive information from kernel memory by reading a /proc/*/environ file during a process-setup time interval in which environment-variable copying is incomplete.,Linux
377,CVE-2016-7917,torvalds,linux,https://github.com/torvalds/linux,"The nfnetlink_rcv_batch function in net/netfilter/nfnetlink.c in the Linux kernel before 4.5 does not check whether a batch message's length field is large enough, which allows local users to obtain sensitive information from kernel memory or cause a denial of service (infinite loop or out-of-bounds read) by leveraging the CAP_NET_ADMIN capability.",Linux
1674,CVE-2016-7954,bundler,bundler,https://github.com/bundler/bundler,Bundler 1.x might allow remote attackers to inject arbitrary Ruby code into an application by leveraging a gem name collision on a secondary source.  NOTE: this might overlap CVE-2013-0334.,Bundler
729,CVE-2016-7964,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"The sendRequest method in HTTPClient Class in file /inc/HTTPClient.php in DokuWiki 2016-06-26a and older, when media file fetching is enabled, has no way to restrict access to private networks. This allows users to scan ports of internal networks via SSRF, such as 10.0.0.1/8, 172.16.0.0/12, and 192.168.0.0/16.",DokuWiki
1052,CVE-2016-7965,splitbrain,dokuwiki,https://github.com/splitbrain/dokuwiki,"DokuWiki 2016-06-26a and older uses $_SERVER[HTTP_HOST] instead of the baseurl setting as part of the password-reset URL. This can lead to phishing attacks. (A remote unauthenticated attacker can change the URL's hostname via the HTTP Host header.) The vulnerability can be triggered only if the Host header is not part of the web server routing process (e.g., if several domains are served by the same web server).",DokuWiki
984,CVE-2016-7969,libass,libass,https://github.com/libass/libass,"The wrap_lines_smart function in ass_render.c in libass before 0.13.4 allows remote attackers to cause a denial of service (out-of-bounds read) via unspecified vectors, related to ""0/3 line wrapping equalization.""",libass
872,CVE-2016-7970,libass,libass,https://github.com/libass/libass,Buffer overflow in the calc_coeff function in libass/ass_blur.c in libass before 0.13.4 allows remote attackers to cause a denial of service via unspecified vectors.,libass
2594,CVE-2016-7972,libass,libass,https://github.com/libass/libass,The check_allocations function in libass/ass_shaper.c in libass before 0.13.4 allows remote attackers to cause a denial of service (memory allocation failure) via unspecified vectors.,libass
2612,CVE-2016-8332,uclouvain,openjpeg,https://github.com/uclouvain/openjpeg,"A buffer overflow in OpenJPEG 2.1.1 causes arbitrary code execution when parsing a crafted image. An exploitable code execution vulnerability exists in the jpeg2000 image file format parser as implemented in the OpenJpeg library. A specially crafted jpeg2000 file can cause an out of bound heap write resulting in heap corruption leading to arbitrary code execution. For a successful attack, the target user needs to open a malicious jpeg2000 file. The jpeg2000 image file format is mostly used for embedding images inside PDF documents and the OpenJpeg library is used by a number of popular PDF renderers making PDF documents a likely attack vector.",OpenJPEG
2357,CVE-2016-8339,antirez,redis,https://github.com/antirez/redis,A buffer overflow in Redis 3.2.x prior to 3.2.4 causes arbitrary code execution when a crafted command is sent. An out of bounds write vulnerability exists in the handling of the client-output-buffer-limit option during the CONFIG SET command for the Redis data structure store. A crafted CONFIG SET command can lead to an out of bounds write potentially resulting in code execution.,Redis
462,CVE-2016-8568,libgit2,libgit2,https://github.com/libgit2/libgit2,The git_commit_message function in oid.c in libgit2 before 0.24.3 allows remote attackers to cause a denial of service (out-of-bounds read) via a cat-file command with a crafted object file.,libgit2
3144,CVE-2016-8596,GomSpace,libcsp,https://github.com/GomSpace/libcsp,Buffer overflow in the csp_can_process_frame in csp_if_can.c in the libcsp library v1.4 and earlier allows hostile components connected to the canbus to execute arbitrary code via a long csp packet.,libcsp
2505,CVE-2016-8597,GomSpace,libcsp,https://github.com/GomSpace/libcsp,Buffer overflow in the csp_sfp_recv_fp in csp_sfp.c in the libcsp library v1.4 and earlier allows hostile components with network access to the SFP underlying network layers to execute arbitrary code via specially crafted SFP packets.,libcsp
2534,CVE-2016-8598,GomSpace,libcsp,https://github.com/GomSpace/libcsp,Buffer overflow in the zmq interface in csp_if_zmqhub.c in the libcsp library v1.4 and earlier allows hostile computers connected via a zmq interface to execute arbitrary code via a long packet.,libcsp
1548,CVE-2016-8630,torvalds,linux,https://github.com/torvalds/linux,"The x86_decode_insn function in arch/x86/kvm/emulate.c in the Linux kernel before 4.8.7, when KVM is enabled, allows local users to cause a denial of service (host OS crash) via a certain use of a ModR/M byte in an undefined instruction.",Linux
16,CVE-2016-8633,torvalds,linux,https://github.com/torvalds/linux,"drivers/firewire/net.c in the Linux kernel before 4.8.7, in certain unusual hardware configurations, allows remote attackers to execute arbitrary code via crafted fragmented packets.",Linux
1174,CVE-2016-8636,torvalds,linux,https://github.com/torvalds/linux,"Integer overflow in the mem_check_range function in drivers/infiniband/sw/rxe/rxe_mr.c in the Linux kernel before 4.9.10 allows local users to cause a denial of service (memory corruption), obtain sensitive information from kernel memory, or possibly have unspecified other impact via a write or read request involving the ""RDMA protocol over infiniband"" (aka Soft RoCE) technology.",Linux
1696,CVE-2016-8645,torvalds,linux,https://github.com/torvalds/linux,"The TCP stack in the Linux kernel before 4.8.10 mishandles skb truncation, which allows local users to cause a denial of service (system crash) via a crafted application that makes sendto system calls, related to net/ipv4/tcp_ipv4.c and net/ipv6/tcp_ipv6.c.",Linux
3438,CVE-2016-8646,torvalds,linux,https://github.com/torvalds/linux,The hash_accept function in crypto/algif_hash.c in the Linux kernel before 4.3.6 allows local users to cause a denial of service (OOPS) by attempting to trigger use of in-kernel hash algorithms for a socket that has received zero bytes of data.,Linux
3197,CVE-2016-8649,lxc,lxc,https://github.com/lxc/lxc,"lxc-attach in LXC before 1.0.9 and 2.x before 2.0.6 allows an attacker inside of an unprivileged container to use an inherited file descriptor, of the host's /proc, to access the rest of the host's filesystem via the openat() family of syscalls.",lxc
2690,CVE-2016-8655,torvalds,linux,https://github.com/torvalds/linux,"Race condition in net/packet/af_packet.c in the Linux kernel through 4.8.12 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging the CAP_NET_RAW capability to change a socket version, related to the packet_set_ring and packet_setsockopt functions.",Linux
1778,CVE-2016-8658,torvalds,linux,https://github.com/torvalds/linux,Stack-based buffer overflow in the brcmf_cfg80211_start_ap function in drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c in the Linux kernel before 4.7.5 allows local users to cause a denial of service (system crash) or possibly have unspecified other impact via a long SSID Information Element in a command to a Netlink socket.,Linux
3328,CVE-2016-8659,projectatomic,bubblewrap,https://github.com/projectatomic/bubblewrap,"Bubblewrap before 0.1.3 sets the PR_SET_DUMPABLE flag, which might allow local users to gain privileges by attaching to the process, as demonstrated by sending commands to a PrivSep socket.",Bubblewrap
1415,CVE-2016-8666,torvalds,linux,https://github.com/torvalds/linux,"The IP stack in the Linux kernel before 4.6 allows remote attackers to cause a denial of service (stack consumption and panic) or possibly have unspecified other impact by triggering use of the GRO path for packets with tunnel stacking, as demonstrated by interleaved IPv4 headers and GRE headers, a related issue to CVE-2016-7039.",Linux
763,CVE-2016-8670,libgd,libgd,https://github.com/libgd/libgd,"Integer signedness error in the dynamicGetbuf function in gd_io_dp.c in the GD Graphics Library (aka libgd) through 2.2.3, as used in PHP before 5.6.28 and 7.x before 7.0.13, allows remote attackers to cause a denial of service (stack-based buffer overflow) or possibly have unspecified other impact via a crafted imagecreatefromstring call.",libgd
2502,CVE-2016-8675,libav,libav,https://github.com/libav/libav,"The get_vlc2 function in get_bits.h in Libav before 11.9 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted mp3 file, possibly related to startcode sequences during m4v detection.",Libav
2231,CVE-2016-8677,ImageMagick,ImageMagick,https://github.com/ImageMagick/ImageMagick,"The AcquireQuantumPixels function in MagickCore/quantum.c in ImageMagick before 7.0.3-1 allows remote attackers to have unspecified impact via a crafted image file, which triggers a memory allocation failure.",ImageMagick
998,CVE-2016-8687,libarchive,libarchive,https://github.com/libarchive/libarchive,Stack-based buffer overflow in the safe_fprintf function in tar/util.c in libarchive 3.2.1 allows remote attackers to cause a denial of service via a crafted non-printable multibyte character in a filename.,libarchive
1489,CVE-2016-8688,libarchive,libarchive,https://github.com/libarchive/libarchive,"The mtree bidder in libarchive 3.2.1 does not keep track of line sizes when extending the read-ahead, which allows remote attackers to cause a denial of service (crash) via a crafted file, which triggers an invalid read in the (1) detect_form or (2) bid_entry function in libarchive/archive_read_support_format_mtree.c.",libarchive
2626,CVE-2016-8689,libarchive,libarchive,https://github.com/libarchive/libarchive,The read_Header function in archive_read_support_format_7zip.c in libarchive 3.2.1 allows remote attackers to cause a denial of service (out-of-bounds read) via multiple EmptyStream attributes in a header in a 7zip archive.,libarchive
2855,CVE-2016-8691,mdadams,jasper,https://github.com/mdadams/jasper,The jpc_dec_process_siz function in libjasper/jpc/jpc_dec.c in JasPer before 1.900.4 allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a crafted XRsiz value in a BMP image to the imginfo command.,jasper
